third_industry,description,website,shortDescription,abn,foundedYear,rating,social,logo,updatedAt,name_cn,industry,verified,languages,source,fullDescription,createdAt,teamSize,second_industry,name_en,location,services
nan,nan,nan,"Collins Hume is an accounting and consulting firm based in New South Wales, Australia.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fcollins hume.png?alt=media,2025-04-22 06:31:33.605000+00:00,nan,"['Professional, Scientific and Technical Services']",False,['English'],nan,"Services: Collins Hume offers a wide range of professional services, including accounting, taxation, auditing, business consulting, financial planning, and wealth management. They cater to a diverse clientele, including individuals, businesses, and organizations.

Location: Collins Hume is headquartered in Ballina, in the Northern Rivers region of New South Wales. They provide services not only to clients in Ballina but also to clients in the surrounding areas, and they may have clients from other parts of the state.

History: Collins Hume has decades of experience and has been providing accounting and financial services to clients over the years. They have built a reputation for their expertise and commitment to client success over time.

Client-Centered: The firm serves clients from various industries and sectors, often providing tailored solutions to meet the unique needs of their clients. They may specialize in working with small and medium-sized enterprises (SMEs).

Community Involvement: Collins Hume is known for its involvement in the local community. They frequently support local initiatives, events, and charitable organizations in the Northern Rivers region.

Professional Team: Collins Hume has a qualified professional team that includes chartered accountants, financial planners, and business consultants, who work collaboratively to deliver high-quality services to their clients.

Technology Integration: Like many modern accounting firms, Collins Hume utilizes advanced accounting software and technology to effectively manage financial data and provide clients with real-time insights into their financial affairs.",2025-04-22 06:31:33.605000+00:00,nan,nan,Collins Hume,nan,nan
nan,nan,nan,Boyce Chartered Accountants is a well-known accounting and consulting firm in Australia.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fboyce chartered accountants.png?alt=media,2025-04-22 06:31:33.634000+00:00,nan,"['Professional, Scientific and Technical Services']",False,['English'],nan,"Services: Boyce Chartered Accountants offers a wide range of professional services, including accounting, taxation, auditing, business consulting, financial planning, and wealth management. They serve a diverse client base that includes individuals, businesses, and organizations.

Location: Boyce Chartered Accountants has multiple offices in New South Wales, including Dubbo, Orange, Bathurst, and other regional centers. They provide services to clients in both rural and urban areas.

History: Boyce Chartered Accountants has a long history in Australia, dating back to the early 20th century. Over the years, the firm has evolved to meet the changing needs of its clients.

Client-Centered: The firm serves clients from various industries and sectors, with a particular focus on agribusinesses, rural enterprises, and family-owned businesses. They have a deep understanding of the challenges and opportunities faced by remote areas in Australia.

Community Involvement: Boyce Chartered Accountants is known for its strong community engagement. They frequently support local initiatives, events, and charitable organizations in the areas where they operate.

Professional Team: The company has a qualified professional team that includes chartered accountants, financial planners, and business consultants who collaborate to provide tailored solutions for their clients.

Technology Integration: Boyce Chartered Accountants utilizes advanced accounting software and technology to effectively manage financial data and provide clients with real-time insights into their financial affairs.",2025-04-22 06:31:33.634000+00:00,nan,nan,Boyce Chartered Accountants,nan,nan
nan,nan,nan,"EEQ Accountant is a national accounting firm, covering personal tax returns, SMEs, large corporate groups, and pension fund management services.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Feeq accountant.png?alt=media,2025-04-22 06:31:33.668000+00:00,易达成会计师事务所,"['Professional, Scientific and Technical Services']",False,"['English,Chinese']",nan,"Founded in 2012, Easy Achieve is composed of a team of experienced certified accountants with over 16 years of professional accounting experience across various industries. The firm strictly implements a system of accountability, with accountants chosen by clients responsible for handling all matters. The company stays updated with the latest policies to ensure that clients receive efficient and professional services, particularly in sectors such as retail, hospitality, education, real estate development, and information technology",2025-04-22 06:31:33.668000+00:00,nan,nan,EEQ Accountant,nan,nan
nan,nan,nan,"Frasers Property is a comprehensive real estate developer, covering residential, commercial, and industrial properties.",89 600 448 726,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Ffrasers property australiamelbourne.png?alt=media,2025-04-22 06:31:33.693000+00:00,nan,"['Rental, Hiring and Real Estate Services']",False,['English'],nan,"Part of Singapore's Frasers Centrepoint Limited, Frasers Property Australia holds a significant position in the Australian real estate market, focusing on residential communities and mixed-use development projects. Notable projects include large community developments such as Central Park and Rhodes Waterside in Sydney. These projects not only integrate residential, commercial, and recreational functions but also emphasize sustainability and green building, providing an optimal experience of modern urban living. Frasers Property Australia has gained widespread recognition in the market for its innovative designs and efficient development processes, playing an important role in driving urban development and enhancing community quality",2025-04-22 06:31:33.693000+00:00,nan,nan,Frasers Property Australia（Melbourne）,nan,nan
nan,nan,nan,"Dexus specializes in commercial real estate management, providing high-quality office and industrial properties.",nan,nan,nan,{},nan,2025-04-22 06:31:33.725000+00:00,nan,"['Rental, Hiring and Real Estate Services']",False,['English'],nan,"Dexus, established in 1984, is a leading commercial real estate developer and investment management company in Australia. Its notable projects include iconic commercial buildings such as 1 Bligh Street and Grosvenor Place in Sydney. With efficient asset management and exceptional leasing services, Dexus has become a market leader in Australia. The company focuses on enhancing the value of commercial properties by providing modern facilities and green building technologies to create a comfortable working environment for tenants. Dexus operates across several major cities nationwide, encompassing not only office buildings but also retail and industrial properties",2025-04-22 06:31:33.725000+00:00,nan,nan,Dexus（Melbourne）,nan,nan
nan,nan,nan,GPT is a real estate investment trust and development company specializing in large commercial properties and integrated development projects.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fgpt groupvic.png?alt=media,2025-04-22 06:31:33.755000+00:00,nan,"['Rental, Hiring and Real Estate Services']",False,['English'],nan,"Founded in 1971, GPT Group is one of Australia’s oldest real estate investment trusts, primarily engaged in the development and management of commercial and retail properties. Its notable projects include comprehensive commercial developments such as Australia Square and Rouse Hill Town Centre in Sydney, which encompass office buildings, shopping centers, as well as residential and public spaces. GPT Group is known for its integrated development model and outstanding management capabilities, dedicated to creating long-term value for tenants and investors.",2025-04-22 06:31:33.755000+00:00,nan,nan,GPT Group（VIC）,nan,nan
nan,nan,nan,Home Group is a residential construction company offering high-quality and affordable custom homes.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fhomegroup.png?alt=media,2025-04-22 06:31:33.808000+00:00,nan,['Other'],False,['English'],nan,"Home Group focuses on innovation and sustainability, offering energy-efficient residential designs and construction services that meet high standards. The company provides a variety of house and land packages in Melbourne and the surrounding areas, dedicated to creating ideal homes that combine style, comfort, and practicality for clients. Home Group emphasizes customer service, ensuring that each client receives an exceptional building experience",2025-04-22 06:31:33.808000+00:00,nan,nan,Homegroup,nan,nan
nan,nan,nan,The Victoria Building Authority is committed to providing a safe and respectful environment for clients and employees.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fvictoria building authority.png?alt=media,2025-04-22 06:31:33.846000+00:00,VBA建筑设计,['Other'],False,['English'],nan,"The VBA (Victorian Building Authority) serves as the regulatory body for the construction industry in Victoria, focusing on upholding industry standards and regulations to ensure the safety and compliance of building projects. VBA enforces a zero-tolerance policy against any inappropriate or aggressive behavior, ensuring professionalism and courtesy in all interactions. The agency values customer experience and employee safety, advocating for mutual respect and politeness in all interactions. VBA's professional team provides high-quality services and expects the same level of respect and cooperation to maintain a positive working environment and social responsibility.",2025-04-22 06:31:33.846000+00:00,nan,nan,Victoria Building Authority,nan,nan
nan,nan,nan,Architest is an innovative architecture firm offering comprehensive architectural design services.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Farchitest.png?alt=media,2025-04-22 06:31:33.874000+00:00,nan,['Other'],False,['English'],nan,"Architest stands out by helping clients experience the final design through the construction of full-scale models, eliminating uncertainties in spatial design. By creating full-size models, clients can personally experience the design before construction and make immediate adjustments. Whether it's a kitchen, bathroom, or whole-home renovation, clients can collaborate with architects and the construction team to ensure the project achieves optimal results before work begins. The company offers a range of services, from architectural design and project management to sustainable design, focusing on helping clients realize their ideal living spaces",2025-04-22 06:31:33.874000+00:00,nan,nan,Architest Pty Ltd,nan,nan
nan,nan,nan,Indulge Renovations is a studio specializing in design and renovation.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Findulge renovations.png?alt=media,2025-04-22 06:31:33.905000+00:00,nan,['Other'],False,['English'],nan,"Indulge Renovations, by collaborating with a team of top craftsmen, provides comprehensive renovation services from bathrooms and kitchens to outdoor spaces. The company emphasizes design aesthetics and construction quality, aiming to create a comfortable and refined living environment for clients. Indulge Renovations avoids the high costs associated with large companies, making the renovation process easy and enjoyable, helping clients enjoy their refreshed living spaces sooner.",2025-04-22 06:31:33.905000+00:00,nan,nan,Indulge Renovations,nan,nan
nan,nan,nan,"Demardi is a company specializing in building renovations, new residential constructions, and interior design.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdemardi.png?alt=media,2025-04-22 06:31:33.935000+00:00,nan,['Other'],False,['English'],nan,"With extensive experience in construction, Demardi customizes unique architectural design solutions for each client, from 3D design to sketch drawing, and provides high-quality construction and project management services. The company works closely with various onsite craftsmen to ensure efficient project progress and superior quality. Constantly seeking ways to optimize the construction process, Demardi keeps the worksite tidy and provides transparent progress reports at each stage, ensuring projects are completed on time and to a high standard, allowing clients to confidently await moving into their new homes.

Services provided:

- 3D Rendering  
- Architectural Design  
- Construction Drawings  
- Bathroom Design and Renovation  
- Building Design and Construction  
- Custom Cabinetry, Custom Homes  
- Energy-Efficient Home Design  
- Floor Plan Design  
- Home Extensions, Renovations, Repairs  
- Kitchen Design and Renovation  
- New Home Construction  
- Project Management, Space Planning  
- Sustainable Design, Interior Design  

Service Areas:

Nunawading, Bulleen, Templestowe, Doncaster, Hawthorn, Surrey Hills, Box Hill, Ivanhoe, Fitzroy, Carlton, and various other Melbourne and surrounding regions.",2025-04-22 06:31:33.935000+00:00,nan,nan,Demardi.,nan,nan
nan,nan,nan,"M.J.Harris is a home renovation, extension, and restoration specialist offering one-stop renovation services.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fmjharris group.png?alt=media,2025-04-22 06:31:33.964000+00:00,nan,['Other'],False,['English'],nan,"M.J. Harris Group has a professional team including interior designers, tilers, carpenters, electricians, and plumbers, offering full-service solutions from project planning to completion. The company specializes in home renovations, extensions, and repairs. Whether it's a kitchen, bathroom, outdoor area, or full house transformation, M.J. Harris Group provides efficient, high-quality solutions to ensure smooth project delivery.",2025-04-22 06:31:33.964000+00:00,nan,nan,M.J.Harris Group,nan,nan
nan,nan,nan,Spacemaker is a design and construction company specializing in home extensions and renovations.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fspacemaker home extensions.png?alt=media,2025-04-22 06:31:33.993000+00:00,nan,['Other'],False,['English'],nan,"Spacemaker Home Extensions has extensive experience in architectural design and construction, with over 70% of projects coming from referrals by previous clients, demonstrating the company’s commitment to quality and client relationships. The company offers a range of services from 3D rendering to home extensions and kitchen renovations, covering areas such as Mont Albert. Spacemaker has earned numerous awards for its excellent service and outstanding design; a detailed list of awards can be found on its website.",2025-04-22 06:31:33.993000+00:00,nan,nan,Spacemaker Home Extensions,nan,nan
nan,nan,nan,Kustom Living is a small construction company.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkustom living.png?alt=media,2025-04-22 06:31:34.021000+00:00,nan,['Other'],False,['English'],nan,"Kustom Living is a family-operated construction company led by brothers Steve and Greg Balmforth. The core values of Kustom Living include high-quality craftsmanship, client satisfaction, and enjoying each day’s work. The company is dedicated to leaving a lasting impact with exceptional results and building strong relationships with clients. Specializing in custom homes and extension projects, Kustom Living also offers services in green building and heritage building preservation. With decades of construction experience, the company upholds flexibility, quality, and integrity. Kustom Living was awarded the Victoria Master Builders Award in 2020 and serves Melbourne and surrounding areas.",2025-04-22 06:31:34.021000+00:00,nan,nan,Kustom Living,nan,nan
nan,nan,nan,Strong Ox is a family-owned business providing modern design and manufacturing services for commercial and residential spaces in Victoria.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fstrong ox.png?alt=media,2025-04-22 06:31:34.044000+00:00,nan,['Other'],False,['English'],nan,"Strong Ox has a long-standing history in Australia’s manufacturing and design industry. As the construction sector continues to evolve, the company has grown alongside it to meet the diverse needs of clients. Strong Ox supports local designers and suppliers by introducing international trends and products, offering high-quality services in doors and windows, fencing, automatic doors, and decor. The company focuses on building long-term partnerships with clients to ensure outstanding project outcomes.",2025-04-22 06:31:34.044000+00:00,nan,nan,Strong Ox,nan,nan
nan,nan,nan,"Destin Constructions is a professional construction company offering comprehensive building, carpentry, and construction services.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdestin constructions.png?alt=media,2025-04-22 06:31:34.076000+00:00,nan,['Other'],False,['English'],nan,"With extensive experience, Destin Constructions provides clients with comprehensive building services from design to construction. The company specializes in high-end residential construction, particularly focusing on new homes and townhouses in Templestowe and surrounding areas. Destin Constructions ensures each project is delivered on time and exceeds client expectations. Regardless of project size, the professional team at Destin Constructions maintains high standards of construction quality and keeps close communication with clients to ensure complete satisfaction with the final result.",2025-04-22 06:31:34.076000+00:00,nan,nan,Destin Constructions,nan,nan
nan,nan,nan,"Hassell is a diversified design firm specializing in architecture, landscape design, interior design, and urban design.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fhassell.png?alt=media,2025-04-22 06:31:34.110000+00:00,nan,['Other'],False,['English'],nan,"In response to new opportunities and challenges presented by globalization, climate change, urbanization, and digitalization, Hassell brings together top designers and thinkers, using a unique collaborative process to create designs that are both aesthetically pleasing and measurably valuable. The company spans multiple design disciplines, including architecture, landscape architecture, interior design, and urban design, leveraging multidisciplinary skills and perspectives to unlock economic, social, and cultural value in projects.

Hassell combines creative design with capabilities in strategy, research, technology, and experience design, regularly collaborating with experts and partners from various fields. Through design, the company is committed to building more inclusive and sustainable future communities and strives to create a world that is more socially and ecologically resilient.",2025-04-22 06:31:34.110000+00:00,nan,nan,Hassell,nan,nan
nan,nan,nan,"TITLE is a construction company specializing in new residential builds, extensions, and renovations in Melbourne's inner city.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Ftitle building projects.png?alt=media,2025-04-22 06:31:34.140000+00:00,nan,['Other'],False,['English'],nan,"TITLE Building Projects is renowned for its exceptional craftsmanship and design capabilities, specializing in high-quality custom homes. As a registered architect in Victoria and a member of the Green Building Council, TITLE collaborates with a skilled team of craftsmen to deliver energy-efficient and environmentally friendly building solutions. The company focuses on providing personalized service, ensuring that each project meets the client's needs and tastes from planning to completion.",2025-04-22 06:31:34.140000+00:00,nan,nan,TITLE Building Projects,nan,nan
nan,nan,nan,China Construction Oceania (CCO) is a construction company focusing on the Australian and New Zealand markets.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fchina construction oceania cco.png?alt=media,2025-04-22 06:31:34.171000+00:00,中国建筑集团,['Construction'],False,"['English,Chinese']",nan,"CCO is a subsidiary of China State Construction Engineering Corporation (CSCEC) (website: [https://en.cscec.com/](https://en.cscec.com/)), established in 2015. The company combines global experience with local knowledge, focusing on providing efficient and innovative construction solutions, covering design, construction, development, and project management. CSCEC is the largest construction contractor in the world, ranking first in the ENR Global Contractors list.

Currently, CSCEC ranks 13th on the Fortune Global 500 list, with an annual revenue of $307 billion. It holds an ""A"" credit rating from Standard & Poor’s, Moody’s, and Fitch, making it one of the highest-rated companies in the global construction industry.

CSCEC operates in over 100 countries and regions worldwide, covering investment and development (real estate, construction financing and operations), construction engineering (housing and infrastructure), and surveying and design (green buildings, energy efficiency, environmental protection, and e-commerce). The corporation has built more than 90% of China's skyscrapers over 300 meters, 75% of major airports, 75% of satellite launch bases, and 33% of urban comprehensive utility tunnels. One in every 25 people in China lives in a house built by CSCEC.

CSCEC also owns the largest construction design firm in China, with business spanning architectural design, urban planning, engineering surveying, and municipal engineering design. It has rich experience, especially in planning and design for high-end airports, landscape architecture, wastewater treatment, integrated utility tunnels, and sponge cities.",2025-04-22 06:31:34.171000+00:00,nan,nan,China Construction Oceania (CCO),nan,nan
nan,nan,nan,Big River Group is a leading Australian supplier of building materials.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fgunnersen.png?alt=media,2025-04-22 06:31:34.206000+00:00,nan,['Other'],False,['English'],nan,"Gunnersen has achieved continuous growth through product and technological innovation, distributing timber and decorative materials for both interior and exterior applications in construction. The company employs over 250 staff in Australia and abroad and collaborates with leading global building materials manufacturers to ensure efficient, low-cost distribution and brand promotion. With a strong focus on customer relationships, Gunnersen offers a wide range of products and professional sales services, dedicated to strategic market promotion.",2025-04-22 06:31:34.206000+00:00,nan,nan,Gunnersen,nan,nan
nan,nan,nan,Carpet Hub is a carpet supply and installation company that works with builders and large renovation firms.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdahlsenswaggawaggatrade.png?alt=media,2025-04-22 06:31:34.240000+00:00,nan,['Other'],False,['English'],nan,"Dahlsens is an Australian family-owned building materials supplier that has been operating for over 145 years since its founding in 1877. The company offers a wide range of products for the construction industry, including prefabricated roof trusses, wall frames, timber, and plumbing equipment. They work closely with local builders, helping clients from the foundation phase to final installation, ensuring smooth project execution. The Fyshwick store also provides professional account management services to help clients track project progress and coordinate material deliveries. With over 1,800 team members and a business network spanning more than 65 locations nationwide, Dahlsens has become a trusted partner in the construction industry.

Through continuous expansion and innovation, the company ensures the delivery of high-quality products and services, with a particularly strong influence in the building supply markets of eastern and northern Australia.",2025-04-22 06:31:34.240000+00:00,nan,nan,Dahlsens Echuca Trade,nan,nan
nan,nan,nan,Instock Windows is a leading importer of aluminum doors and windows.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fcarpet hub.png?alt=media,2025-04-22 06:31:34.269000+00:00,nan,['Other'],False,['English'],nan,"Carpet Hub has over 10 years of experience, specializing in complex carpet installation techniques and providing high-quality carpet installation services. The company excels in handling various intricate laying processes, such as curved staircases and custom designs. Carpet Hub offers free on-site measurements and quotations, with a commitment to completing projects on time while ensuring quality. After-sales services include carpet warranties ranging from 5 to 25 years and 1 year of free maintenance. Carpet prices start at $32 per square meter, with both labor and materials included.",2025-04-22 06:31:34.269000+00:00,nan,nan,Carpet Hub,nan,nan
nan,nan,nan,Ujoy Realty is a cross-border real estate company providing property services to clients in both China and Australia.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Finstock windows pty ltd.png?alt=media,2025-04-22 06:31:34.296000+00:00,nan,['Other'],False,['English'],nan,"Instock Windows collaborates closely with global suppliers and factories to offer affordable aluminum windows and doors. In a complex market environment, the company provides imported products as an alternative to locally supplied options, optimizing design and logistics efficiency. Headquartered in Kilsyth, Melbourne, with a 2,000-square-meter warehouse, Instock Windows ensures ample stock and flexible delivery arrangements. The team, with over 40 years of industry experience, delivers high-quality service and support to its customers.",2025-04-22 06:31:34.296000+00:00,nan,nan,Instock windows pty ltd,nan,nan
nan,nan,nan,"Australia Happiness Realty specializes in offering professional real estate services to the Chinese community, including buying, selling, leasing, loans, immigration, education, and currency exchange.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fuplus property.png?alt=media,2025-04-22 06:31:34.324000+00:00,优嘉地产,['Other'],False,"['English,Chinese']",nan,"Youjia Real Estate covers property sales, leasing, and property management, committed to providing clients with one-stop investment solutions. The company has in-depth knowledge of the Australian real estate market, offering efficient and secure investment protection to help clients grow their wealth. As a leading company in the real estate industry, Youjia Real Estate provides comprehensive support for clients’ investment journeys, ensuring the security of their investments and long-term returns.",2025-04-22 06:31:34.324000+00:00,nan,nan,UPlus Property,nan,nan
nan,nan,nan,"GS Finance is a loan brokerage company offering home loans, commercial loans, and car loans to clients.",nan,nan,nan,{},nan,2025-04-22 06:31:34.353000+00:00,澳洲幸福地产,['Other'],False,"['English,Chinese']",nan,"As part of the Happiness Group, Australian Happiness Real Estate offers property investment solutions with an efficient and professional team. The company advocates for simple, direct, and fast communication, with customer satisfaction as its core goal, providing loyal service to every client. With extensive experience and professional knowledge, Happiness Real Estate not only assists clients in making informed investment decisions but also helps them achieve long-term success in the property market.",2025-04-22 06:31:34.353000+00:00,nan,nan,Lcuky Estate Group,nan,nan
nan,nan,nan,Vmoney is a fully certified financial company specializing in mortgage brokerage services.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fgs finance.png?alt=media,2025-04-22 06:31:34.379000+00:00,高盛信贷,['Financial and Insurance Services'],False,"['English,Chinese']",nan,"GS Goldman Credit is composed of several outstanding loan managers from the Big Four banks, with over 10 years of banking and lending experience. The company specializes in home loans, investment loans, business loans, and FIRB (Foreign Investment Review Board) applications, helping clients secure loans at the best possible rates. GS Goldman Credit collaborates with over 90% of banks, offering free consultations and loan pre-approvals, and provides customized loan solutions tailored to each client. Additionally, the company offers high approval-rate loan channels for overseas clients and provides a wide range of car and business loan services, dedicated to offering efficient and fast loan solutions.",2025-04-22 06:31:34.379000+00:00,nan,nan,GS Finance,nan,nan
nan,nan,nan,"JDXPLUS is a one-stop service firm focusing on accounting, legal, loan, and insurance services.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fvmoney.png?alt=media,2025-04-22 06:31:34.407000+00:00,第一金融,['Financial and Insurance Services'],False,"['English,Chinese']",nan,"Vmoney was founded in 2009 by Vivian Wang, who has over 15 years of industry experience. The company has won multiple awards for providing personalized loan solutions and high-quality customer service. Through extensive partnerships with over 70 lending institutions, Vmoney offers a wide range of loan products, including first-home buyer loans, investment property loans, and complex business loans. With its professional team and close collaboration with accounting and legal partners, Vmoney ensures the most competitive rates and tailored loan solutions for clients. The company is committed to providing efficient, worry-free customer service, focusing on quickly meeting clients' needs.",2025-04-22 06:31:34.407000+00:00,nan,nan,Vmoney,nan,nan
nan,nan,nan,Jiang Tao Law Firm is a professional law firm specializing in family law and litigation disputes.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fjdxplus.png?alt=media,2025-04-22 06:31:34.434000+00:00,金陵,['Other'],False,"['English,Chinese']",nan,"JDXPLUS has over twenty years of industry experience and offers a wide range of services, including property investment advice, commercial investment, property and business transfers, property agreements, will management, company registration, trademark registration, and personal and business tax services. The firm focuses on providing free consultations, aiming to offer clients professional and comprehensive solutions that ensure peace of mind and confidence.",2025-04-22 06:31:34.434000+00:00,nan,nan,JDXPLUS,nan,nan
nan,nan,nan,"EEQ Accountant is a national accounting firm covering individual tax returns, small, medium, large enterprises, and pension management services.",nan,nan,nan,{},nan,2025-04-22 06:31:34.468000+00:00,蒋涛大律师行,['Other'],False,"['English,Chinese']",nan,"Attorney Jiang Tao has unique insights in the fields of family law, bankruptcy, guarantees, and property equity, helping clients achieve the best outcomes in legal matters while minimizing litigation costs. She is also a registered migration agent and notary, offering comprehensive legal services. Whether clients are in Melbourne or other parts of Australia, Attorney Jiang Tao leverages her extensive experience to assist them in reaching their legal goals.",2025-04-22 06:31:34.468000+00:00,nan,nan,TJ Law,nan,nan
nan,nan,nan,"Unita is a national design and construction team, covering planning design, project management, and construction.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Funita.png?alt=media,2025-04-22 06:31:34.499000+00:00,nan,['Other'],False,['English'],nan,"Unita, with over 150 experienced team members, operates offices in Sydney, Brisbane, Melbourne, and Perth, as well as satellite teams across Australia and New Zealand. The company specializes in workplace, retail, hospitality, and healthcare sectors, offering end-to-end services from design to construction. By combining cross-industry expertise, Unita ensures the successful delivery of projects that meet both client needs and industry standards.",2025-04-22 06:31:34.499000+00:00,nan,nan,Unita,nan,nan
nan,nan,nan,Elm Interiors is an interior design company based in Brisbane.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Felm interiors.png?alt=media,2025-04-22 06:31:34.525000+00:00,nan,['Other'],False,['English'],nan,"Elm Interiors has a team with over 12 years of experience, collaborating with leading architectural firms to seamlessly integrate interior and exterior designs. The company specializes in creating ideal living spaces that align with the client's lifestyle through precise space planning and design. Working with local building companies such as Shaun Lockyer Architects and Tim Stewart Architects, Elm Interiors provides personalized services to deliver the best design solutions, ensuring high-quality work is completed on schedule.",2025-04-22 06:31:34.525000+00:00,nan,nan,Elm Interiors,nan,nan
nan,nan,nan,Yao Hua Group is a Queensland-based company offering carpet and flooring supply and installation services.,nan,nan,nan,{},nan,2025-04-22 06:31:34.555000+00:00,nan,['Other'],False,['English'],nan,"Yao Hua Group Pty Ltd is dedicated to providing high-quality carpet and flooring solutions to clients. With years of experience and expertise, the company ensures that each project meets high standards. Based in Queensland, Yao Hua Group has built a broad client base and earned trust in the market through reliable service and outstanding product quality. Whether for residential renovations or commercial spaces, Yao Hua Group offers personalized flooring solutions.",2025-04-22 06:31:34.555000+00:00,nan,nan,Yao Hua Group Pty Ltd,nan,nan
nan,nan,nan,"Haicheng Real Estate is headquartered on the Gold Coast, focusing on residential and commercial property sales and marketing.",nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fseacity properties.png?alt=media,2025-04-22 06:31:34.586000+00:00,海城地产,['Other'],False,"['English,Chinese']",nan,"Haicheng Real Estate manages over 100 professional Australian real estate agents, with an annual sales volume exceeding 100 million AUD. Through its service network across China and Australia, the company is committed to providing clients with an exceptional home-buying experience. Its market research department closely monitors real estate trends, while the customer service team provides full support throughout the home-buying process, ensuring a seamless experience. Haicheng Real Estate enjoys a strong reputation in Queensland, with a team that possesses rich experience in real estate sales, construction, and property management.",2025-04-22 06:31:34.586000+00:00,nan,nan,Sea&City properties,nan,nan
nan,nan,nan,K&T Buyer Agent is a real estate buying and selling agency based in Brisbane.,nan,nan,nan,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkt buyer agent.png?alt=media,2025-04-22 06:31:34.616000+00:00,K&T买卖中介,['Other'],False,"['English,Chinese']",nan,"K&T Buyer Agent is dedicated to providing personalized real estate services, covering all aspects from property search to transaction negotiation. Through in-depth market analysis and a strong local resource network, the company helps buyers find the ideal property that meets their needs while ensuring a smooth and efficient transaction process. Whether for first-time homebuyers or investors, K&T Buyer Agent offers comprehensive support to ensure clients achieve satisfactory property investment returns.",2025-04-22 06:31:34.616000+00:00,nan,nan,K&T Buyer Agent,nan,nan
