shortDescription,website,abn,foundedYear,social,logo,name_cn,updatedAt,industry,second_industry,third_industry,verified,languages,fullDescription,createdAt,teamSize,name_en,id,description,rating,location,services
"M.J.Harris is a home renovation, extension, and restoration specialist offering one-stop renovation services.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fmjharris group.png?alt=media,,2025-04-22 06:31:33.964000+00:00,['Other'],,,FALSE,['English'],"M.J. Harris Group has a professional team including interior designers, tilers, carpenters, electricians, and plumbers, offering full-service solutions from project planning to completion. The company specializes in home renovations, extensions, and repairs. Whether it's a kitchen, bathroom, outdoor area, or full house transformation, M.J. Harris Group provides efficient, high-quality solutions to ensure smooth project delivery.",2025-04-22 06:31:33.964000+00:00,,M.J.Harris Group,COMP_00269,,,,
Spacemaker is a design and construction company specializing in home extensions and renovations.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fspacemaker home extensions.png?alt=media,,2025-04-22 06:31:33.993000+00:00,['Other'],,,FALSE,['English'],"Spacemaker Home Extensions has extensive experience in architectural design and construction, with over 70% of projects coming from referrals by previous clients, demonstrating the company’s commitment to quality and client relationships. The company offers a range of services from 3D rendering to home extensions and kitchen renovations, covering areas such as Mont Albert. Spacemaker has earned numerous awards for its excellent service and outstanding design; a detailed list of awards can be found on its website.",2025-04-22 06:31:33.993000+00:00,,Spacemaker Home Extensions,COMP_00270,,,,
Kustom Living is a small construction company.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkustom living.png?alt=media,,2025-04-22 06:31:34.021000+00:00,['Other'],,,FALSE,['English'],"Kustom Living is a family-operated construction company led by brothers Steve and Greg Balmforth. The core values of Kustom Living include high-quality craftsmanship, client satisfaction, and enjoying each day’s work. The company is dedicated to leaving a lasting impact with exceptional results and building strong relationships with clients. Specializing in custom homes and extension projects, Kustom Living also offers services in green building and heritage building preservation. With decades of construction experience, the company upholds flexibility, quality, and integrity. Kustom Living was awarded the Victoria Master Builders Award in 2020 and serves Melbourne and surrounding areas.",2025-04-22 06:31:34.021000+00:00,,Kustom Living,COMP_00271,,,,
Strong Ox is a family-owned business providing modern design and manufacturing services for commercial and residential spaces in Victoria.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fstrong ox.png?alt=media,,2025-04-22 06:31:34.044000+00:00,['Other'],,,FALSE,['English'],"Strong Ox has a long-standing history in Australia’s manufacturing and design industry. As the construction sector continues to evolve, the company has grown alongside it to meet the diverse needs of clients. Strong Ox supports local designers and suppliers by introducing international trends and products, offering high-quality services in doors and windows, fencing, automatic doors, and decor. The company focuses on building long-term partnerships with clients to ensure outstanding project outcomes.",2025-04-22 06:31:34.044000+00:00,,Strong Ox,COMP_00272,,,,
"Destin Constructions is a professional construction company offering comprehensive building, carpentry, and construction services.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdestin constructions.png?alt=media,,2025-04-22 06:31:34.076000+00:00,['Other'],,,FALSE,['English'],"With extensive experience, Destin Constructions provides clients with comprehensive building services from design to construction. The company specializes in high-end residential construction, particularly focusing on new homes and townhouses in Templestowe and surrounding areas. Destin Constructions ensures each project is delivered on time and exceeds client expectations. Regardless of project size, the professional team at Destin Constructions maintains high standards of construction quality and keeps close communication with clients to ensure complete satisfaction with the final result.",2025-04-22 06:31:34.076000+00:00,,Destin Constructions,COMP_00273,,,,
"Hassell is a diversified design firm specializing in architecture, landscape design, interior design, and urban design.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fhassell.png?alt=media,,2025-04-22 06:31:34.110000+00:00,['Other'],,,FALSE,['English'],"In response to new opportunities and challenges presented by globalization, climate change, urbanization, and digitalization, Hassell brings together top designers and thinkers, using a unique collaborative process to create designs that are both aesthetically pleasing and measurably valuable. The company spans multiple design disciplines, including architecture, landscape architecture, interior design, and urban design, leveraging multidisciplinary skills and perspectives to unlock economic, social, and cultural value in projects.

Hassell combines creative design with capabilities in strategy, research, technology, and experience design, regularly collaborating with experts and partners from various fields. Through design, the company is committed to building more inclusive and sustainable future communities and strives to create a world that is more socially and ecologically resilient.",2025-04-22 06:31:34.110000+00:00,,Hassell,COMP_00274,,,,
"TITLE is a construction company specializing in new residential builds, extensions, and renovations in Melbourne's inner city.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Ftitle building projects.png?alt=media,,2025-04-22 06:31:34.140000+00:00,['Other'],,,FALSE,['English'],"TITLE Building Projects is renowned for its exceptional craftsmanship and design capabilities, specializing in high-quality custom homes. As a registered architect in Victoria and a member of the Green Building Council, TITLE collaborates with a skilled team of craftsmen to deliver energy-efficient and environmentally friendly building solutions. The company focuses on providing personalized service, ensuring that each project meets the client's needs and tastes from planning to completion.",2025-04-22 06:31:34.140000+00:00,,TITLE Building Projects,COMP_00275,,,,
China Construction Oceania (CCO) is a construction company focusing on the Australian and New Zealand markets.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fchina construction oceania cco.png?alt=media,中国建筑集团,2025-04-22 06:31:34.171000+00:00,['Construction'],,,FALSE,"['English,Chinese']","CCO is a subsidiary of China State Construction Engineering Corporation (CSCEC) (website: [https://en.cscec.com/](https://en.cscec.com/)), established in 2015. The company combines global experience with local knowledge, focusing on providing efficient and innovative construction solutions, covering design, construction, development, and project management. CSCEC is the largest construction contractor in the world, ranking first in the ENR Global Contractors list.

Currently, CSCEC ranks 13th on the Fortune Global 500 list, with an annual revenue of $307 billion. It holds an ""A"" credit rating from Standard & Poor’s, Moody’s, and Fitch, making it one of the highest-rated companies in the global construction industry.

CSCEC operates in over 100 countries and regions worldwide, covering investment and development (real estate, construction financing and operations), construction engineering (housing and infrastructure), and surveying and design (green buildings, energy efficiency, environmental protection, and e-commerce). The corporation has built more than 90% of China's skyscrapers over 300 meters, 75% of major airports, 75% of satellite launch bases, and 33% of urban comprehensive utility tunnels. One in every 25 people in China lives in a house built by CSCEC.

CSCEC also owns the largest construction design firm in China, with business spanning architectural design, urban planning, engineering surveying, and municipal engineering design. It has rich experience, especially in planning and design for high-end airports, landscape architecture, wastewater treatment, integrated utility tunnels, and sponge cities.",2025-04-22 06:31:34.171000+00:00,,China Construction Oceania (CCO),COMP_00276,,,,
Big River Group is a leading Australian supplier of building materials.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fgunnersen.png?alt=media,,2025-04-22 06:31:34.206000+00:00,['Other'],,,FALSE,['English'],"Gunnersen has achieved continuous growth through product and technological innovation, distributing timber and decorative materials for both interior and exterior applications in construction. The company employs over 250 staff in Australia and abroad and collaborates with leading global building materials manufacturers to ensure efficient, low-cost distribution and brand promotion. With a strong focus on customer relationships, Gunnersen offers a wide range of products and professional sales services, dedicated to strategic market promotion.",2025-04-22 06:31:34.206000+00:00,,Gunnersen,COMP_00277,,,,
Carpet Hub is a carpet supply and installation company that works with builders and large renovation firms.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdahlsenswaggawaggatrade.png?alt=media,,2025-04-22 06:31:34.240000+00:00,['Other'],,,FALSE,['English'],"Dahlsens is an Australian family-owned building materials supplier that has been operating for over 145 years since its founding in 1877. The company offers a wide range of products for the construction industry, including prefabricated roof trusses, wall frames, timber, and plumbing equipment. They work closely with local builders, helping clients from the foundation phase to final installation, ensuring smooth project execution. The Fyshwick store also provides professional account management services to help clients track project progress and coordinate material deliveries. With over 1,800 team members and a business network spanning more than 65 locations nationwide, Dahlsens has become a trusted partner in the construction industry.

Through continuous expansion and innovation, the company ensures the delivery of high-quality products and services, with a particularly strong influence in the building supply markets of eastern and northern Australia.",2025-04-22 06:31:34.240000+00:00,,Dahlsens Echuca Trade,COMP_00278,,,,
Instock Windows is a leading importer of aluminum doors and windows.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fcarpet hub.png?alt=media,,2025-04-22 06:31:34.269000+00:00,['Other'],,,FALSE,['English'],"Carpet Hub has over 10 years of experience, specializing in complex carpet installation techniques and providing high-quality carpet installation services. The company excels in handling various intricate laying processes, such as curved staircases and custom designs. Carpet Hub offers free on-site measurements and quotations, with a commitment to completing projects on time while ensuring quality. After-sales services include carpet warranties ranging from 5 to 25 years and 1 year of free maintenance. Carpet prices start at $32 per square meter, with both labor and materials included.",2025-04-22 06:31:34.269000+00:00,,Carpet Hub,COMP_00279,,,,
Ujoy Realty is a cross-border real estate company providing property services to clients in both China and Australia.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Finstock windows pty ltd.png?alt=media,,2025-04-22 06:31:34.296000+00:00,['Other'],,,FALSE,['English'],"Instock Windows collaborates closely with global suppliers and factories to offer affordable aluminum windows and doors. In a complex market environment, the company provides imported products as an alternative to locally supplied options, optimizing design and logistics efficiency. Headquartered in Kilsyth, Melbourne, with a 2,000-square-meter warehouse, Instock Windows ensures ample stock and flexible delivery arrangements. The team, with over 40 years of industry experience, delivers high-quality service and support to its customers.",2025-04-22 06:31:34.296000+00:00,,Instock windows pty ltd,COMP_00280,,,,
"Australia Happiness Realty specializes in offering professional real estate services to the Chinese community, including buying, selling, leasing, loans, immigration, education, and currency exchange.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fuplus property.png?alt=media,优嘉地产,2025-04-22 06:31:34.324000+00:00,['Other'],,,FALSE,"['English,Chinese']","Youjia Real Estate covers property sales, leasing, and property management, committed to providing clients with one-stop investment solutions. The company has in-depth knowledge of the Australian real estate market, offering efficient and secure investment protection to help clients grow their wealth. As a leading company in the real estate industry, Youjia Real Estate provides comprehensive support for clients’ investment journeys, ensuring the security of their investments and long-term returns.",2025-04-22 06:31:34.324000+00:00,,UPlus Property,COMP_00281,,,,
"GS Finance is a loan brokerage company offering home loans, commercial loans, and car loans to clients.",,,,{},,澳洲幸福地产,2025-04-22 06:31:34.353000+00:00,['Other'],,,FALSE,"['English,Chinese']","As part of the Happiness Group, Australian Happiness Real Estate offers property investment solutions with an efficient and professional team. The company advocates for simple, direct, and fast communication, with customer satisfaction as its core goal, providing loyal service to every client. With extensive experience and professional knowledge, Happiness Real Estate not only assists clients in making informed investment decisions but also helps them achieve long-term success in the property market.",2025-04-22 06:31:34.353000+00:00,,Lcuky Estate Group,COMP_00282,,,,
Vmoney is a fully certified financial company specializing in mortgage brokerage services.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fgs finance.png?alt=media,高盛信贷,2025-04-22 06:31:34.379000+00:00,['Financial and Insurance Services'],,,FALSE,"['English,Chinese']","GS Goldman Credit is composed of several outstanding loan managers from the Big Four banks, with over 10 years of banking and lending experience. The company specializes in home loans, investment loans, business loans, and FIRB (Foreign Investment Review Board) applications, helping clients secure loans at the best possible rates. GS Goldman Credit collaborates with over 90% of banks, offering free consultations and loan pre-approvals, and provides customized loan solutions tailored to each client. Additionally, the company offers high approval-rate loan channels for overseas clients and provides a wide range of car and business loan services, dedicated to offering efficient and fast loan solutions.",2025-04-22 06:31:34.379000+00:00,,GS Finance,COMP_00283,,,,
"JDXPLUS is a one-stop service firm focusing on accounting, legal, loan, and insurance services.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fvmoney.png?alt=media,第一金融,2025-04-22 06:31:34.407000+00:00,['Financial and Insurance Services'],,,FALSE,"['English,Chinese']","Vmoney was founded in 2009 by Vivian Wang, who has over 15 years of industry experience. The company has won multiple awards for providing personalized loan solutions and high-quality customer service. Through extensive partnerships with over 70 lending institutions, Vmoney offers a wide range of loan products, including first-home buyer loans, investment property loans, and complex business loans. With its professional team and close collaboration with accounting and legal partners, Vmoney ensures the most competitive rates and tailored loan solutions for clients. The company is committed to providing efficient, worry-free customer service, focusing on quickly meeting clients' needs.",2025-04-22 06:31:34.407000+00:00,,Vmoney,COMP_00284,,,,
Jiang Tao Law Firm is a professional law firm specializing in family law and litigation disputes.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fjdxplus.png?alt=media,金陵,2025-04-22 06:31:34.434000+00:00,['Other'],,,FALSE,"['English,Chinese']","JDXPLUS has over twenty years of industry experience and offers a wide range of services, including property investment advice, commercial investment, property and business transfers, property agreements, will management, company registration, trademark registration, and personal and business tax services. The firm focuses on providing free consultations, aiming to offer clients professional and comprehensive solutions that ensure peace of mind and confidence.",2025-04-22 06:31:34.434000+00:00,,JDXPLUS,COMP_00285,,,,
"EEQ Accountant is a national accounting firm covering individual tax returns, small, medium, large enterprises, and pension management services.",,,,{},,蒋涛大律师行,2025-04-22 06:31:34.468000+00:00,['Other'],,,FALSE,"['English,Chinese']","Attorney Jiang Tao has unique insights in the fields of family law, bankruptcy, guarantees, and property equity, helping clients achieve the best outcomes in legal matters while minimizing litigation costs. She is also a registered migration agent and notary, offering comprehensive legal services. Whether clients are in Melbourne or other parts of Australia, Attorney Jiang Tao leverages her extensive experience to assist them in reaching their legal goals.",2025-04-22 06:31:34.468000+00:00,,TJ Law,COMP_00286,,,,
"Unita is a national design and construction team, covering planning design, project management, and construction.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Funita.png?alt=media,,2025-04-22 06:31:34.499000+00:00,['Other'],,,FALSE,['English'],"Unita, with over 150 experienced team members, operates offices in Sydney, Brisbane, Melbourne, and Perth, as well as satellite teams across Australia and New Zealand. The company specializes in workplace, retail, hospitality, and healthcare sectors, offering end-to-end services from design to construction. By combining cross-industry expertise, Unita ensures the successful delivery of projects that meet both client needs and industry standards.",2025-04-22 06:31:34.499000+00:00,,Unita,COMP_00287,,,,
Elm Interiors is an interior design company based in Brisbane.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Felm interiors.png?alt=media,,2025-04-22 06:31:34.525000+00:00,['Other'],,,FALSE,['English'],"Elm Interiors has a team with over 12 years of experience, collaborating with leading architectural firms to seamlessly integrate interior and exterior designs. The company specializes in creating ideal living spaces that align with the client's lifestyle through precise space planning and design. Working with local building companies such as Shaun Lockyer Architects and Tim Stewart Architects, Elm Interiors provides personalized services to deliver the best design solutions, ensuring high-quality work is completed on schedule.",2025-04-22 06:31:34.525000+00:00,,Elm Interiors,COMP_00288,,,,
Yao Hua Group is a Queensland-based company offering carpet and flooring supply and installation services.,,,,{},,,2025-04-22 06:31:34.555000+00:00,['Other'],,,FALSE,['English'],"Yao Hua Group Pty Ltd is dedicated to providing high-quality carpet and flooring solutions to clients. With years of experience and expertise, the company ensures that each project meets high standards. Based in Queensland, Yao Hua Group has built a broad client base and earned trust in the market through reliable service and outstanding product quality. Whether for residential renovations or commercial spaces, Yao Hua Group offers personalized flooring solutions.",2025-04-22 06:31:34.555000+00:00,,Yao Hua Group Pty Ltd,COMP_00289,,,,
"Haicheng Real Estate is headquartered on the Gold Coast, focusing on residential and commercial property sales and marketing.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fseacity properties.png?alt=media,海城地产,2025-04-22 06:31:34.586000+00:00,['Other'],,,FALSE,"['English,Chinese']","Haicheng Real Estate manages over 100 professional Australian real estate agents, with an annual sales volume exceeding 100 million AUD. Through its service network across China and Australia, the company is committed to providing clients with an exceptional home-buying experience. Its market research department closely monitors real estate trends, while the customer service team provides full support throughout the home-buying process, ensuring a seamless experience. Haicheng Real Estate enjoys a strong reputation in Queensland, with a team that possesses rich experience in real estate sales, construction, and property management.",2025-04-22 06:31:34.586000+00:00,,Sea&City properties,COMP_00290,,,,
K&T Buyer Agent is a real estate buying and selling agency based in Brisbane.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkt buyer agent.png?alt=media,K&T买卖中介,2025-04-22 06:31:34.616000+00:00,['Other'],,,FALSE,"['English,Chinese']","K&T Buyer Agent is dedicated to providing personalized real estate services, covering all aspects from property search to transaction negotiation. Through in-depth market analysis and a strong local resource network, the company helps buyers find the ideal property that meets their needs while ensuring a smooth and efficient transaction process. Whether for first-time homebuyers or investors, K&T Buyer Agent offers comprehensive support to ensure clients achieve satisfactory property investment returns.",2025-04-22 06:31:34.616000+00:00,,K&T Buyer Agent,COMP_00291,,,,
Dianshi Real Estate is a company specializing in buyer agency services.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fmidas real estate.png?alt=media,点石置业,2025-04-22 06:31:34.644000+00:00,['Other'],,,FALSE,"['English,Chinese']","As a buyer's agent, Dian Shi Real Estate helps clients easily complete property purchases through in-depth market research, precise property selection, and efficient negotiation. The company boasts extensive local resources and experience, offering tailored strategies for each client, whether they are first-time homebuyers, investors, or those seeking high-end properties. Dian Shi Real Estate ensures that every client enjoys a professional and convenient service experience, ultimately achieving a satisfactory property purchase outcome.",2025-04-22 06:31:34.644000+00:00,,Midas Real Estate,COMP_00292,,,,
Shicheng Finance is a financial services company headquartered in Brisbane.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fsc brokers.png?alt=media,世诚金融,2025-04-22 06:31:34.674000+00:00,['Financial and Insurance Services'],,,FALSE,"['English,Chinese']","As the largest Chinese mortgage and insurance company in Queensland, Shicheng Finance represents over 40 mortgage and insurance institutions, offering a wide range of financial products. The team is composed of experienced bilingual experts who understand the cultural background and needs of Chinese clients. They are dedicated to providing customized financial solutions. Through efficient and professional services, Shicheng Finance helps clients achieve their financial goals and secure their future financial needs.",2025-04-22 06:31:34.674000+00:00,,SC Brokers,COMP_00293,,,,
Samloans is a licensed professional loan service company in Australia.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fsamloans.png?alt=media,大进信贷,2025-04-22 06:31:34.704000+00:00,['Financial and Insurance Services'],,,FALSE,"['English,Chinese']","Credit Asset Management Ltd., operating under the brand name SAMLoans, is a publicly listed Australian company and a leading provider of mortgage services. Established in March 1999 and registered with the Mortgage & Finance Association of Australia (MFAA), SAMLoans manages a credit portfolio exceeding $4.5 billion. SAMLoans serves as a multi-layered service provider in the mortgage broker industry, offering brokers an alternative model by acting as a mortgage manager. Brokers can also take advantage of SAMLoans' aggregation model. SAMLoans caters not only to the Australian market but also to the broader Asia-Pacific region, utilizing its valuable human capital to provide solutions for both consumers and businesses.",2025-04-22 06:31:34.704000+00:00,,Samloans,COMP_00294,,,,
"Nubco is a leading hardware and industrial products supplier, covering all of Tasmania.",,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fnubco canberra.png?alt=media,,2025-04-22 06:31:34.732000+00:00,['Other'],,,FALSE,['English'],"Nubco offers a wide range of products, including hardware, hand and power tools, steel, welding equipment, trailers, and accessories, catering to the needs of both large businesses and DIY enthusiasts. If a product is not in stock, the team will specifically order it for the customer. With seven locations in Tasmania, including Devonport, Burnie, Launceston, Georgetown, Derwent Park, Kingston, and Mornington, Nubco provides convenient service and professional advice to its customers.",2025-04-22 06:31:34.732000+00:00,,Nubco Canberra,COMP_00295,,,,
Wen Mortgage is a professional mortgage brokerage company based in Canberra.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fwen mortgage.png?alt=media,,2025-04-22 06:31:34.761000+00:00,['Financial and Insurance Services'],,,FALSE,['English'],"Wen Mortgage is a well-known mortgage brokerage based in Canberra, specializing in providing clients with comprehensive, personalized loan solutions. Whether assisting first-time homebuyers or seasoned property owners with multiple properties, Wen Mortgage tailors loan packages to meet each client’s unique needs. With strong partnerships across traditional banks and alternative financial institutions, they offer various loan options to secure the most competitive rates and favorable terms in the market.

The company’s core philosophy is to resolve complex loan issues through personalized service. Wen Mortgage’s local team, comprised of experienced mortgage specialists, has in-depth knowledge of the Canberra and broader Australian property markets, providing customized loan advice. From initial consultation to loan approval, Wen Mortgage accompanies clients throughout the process, ensuring a smooth and stress-free experience, whether for first-time purchases, new property investments, or optimizing existing loans.

Additionally, Wen Mortgage offers refinancing solutions, assisting clients in restructuring existing loans to reduce repayment costs or access better rates. Their team of experts designs refinancing options tailored to each client’s financial circumstances and goals. The company also provides one-on-one consultations to help clients understand the advantages and drawbacks of various loan products, enabling informed decisions.

Wen Mortgage offers not only top-tier loan services but also professional financial planning advice, empowering clients with confidence and control throughout their homebuying or property investment journey. Committed to a client-first approach, Wen Mortgage strives to make every lending experience straightforward, transparent, and trustworthy. Regardless of the size of the need, Wen Mortgage is a reliable partner in mortgage financing.",2025-04-22 06:31:34.761000+00:00,,Wen Mortgage,COMP_00296,,,,
JM Accounting & Taxation is an accounting firm based in Sydney.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fjm accounting  taxation.png?alt=media,,2025-04-22 06:31:34.790000+00:00,"['Professional, Scientific and Technical Services']",,,FALSE,['English'],"JM Accounting & Taxation leverages extensive industry experience to deliver high-quality accounting and taxation services tailored to clients’ needs. Through a combination of expertise and dedicated service, JM Accounting & Taxation helps clients achieve superior financial management and business growth. Their services encompass accounting, tax, business consulting, and wealth creation, ensuring clients receive optimal financial solutions with efficiency and timeliness.",2025-04-22 06:31:34.790000+00:00,,JM Accounting & Taxation,COMP_00297,,,,
Aussie Lucky Money provides professional loan services to help clients achieve their financial goals.,,37 679 966 280,,{},,,2025-04-22 06:31:34.820000+00:00,['Financial and Insurance Services'],,,FALSE,['English'],"Aussie Lucky Money, headquartered in Adelaide, specializes in providing flexible, customized loan solutions for individuals and businesses. Collaborating with over 60 banks and lenders, the company assists clients in finding the most suitable loan products. With extensive industry experience and a passion for finance and real estate, Aussie Lucky Money is dedicated to simplifying the loan application process, offering quick approvals and competitive rates to ensure smooth investments for clients.",2025-04-22 06:31:34.820000+00:00,,Aussie Lucky Money,COMP_00298,,,,
AusChina Finance was established in 2005 and has branches across Australia.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Faward mortgage.png?alt=media,澳华信贷,2025-04-22 06:31:34.851000+00:00,['Financial and Insurance Services'],,,FALSE,"['English,Chinese']","Aushome Finance, a leading company in Australia’s credit industry and the flagship brand under Aushome International Group, has been committed since its founding in 2005 to providing flexible, fast, and reliable credit solutions along with attentive after-sales service to meet clients' financial needs in a one-stop solution.

Embracing the values of integrity and diligence, Aushome Finance strives to be a trusted brand for the Australian Chinese community. To date, the company has helped over ten thousand clients settle in Australia, with 24 branches nationwide, more than 160 full-time credit advisors, and a total loan volume exceeding AUD 20 billion. Their partnerships extend to over 30 banks and financial institutions.

As a responsible and conscientious enterprise, Aushome Finance is committed to the sustainable development of the financial services industry. The company consistently seeks to make a positive impact on clients, partners, and communities, supporting various charitable initiatives and actively giving back to society.",2025-04-22 06:31:34.851000+00:00,,Award Mortgage,COMP_00299,,,,
L Real Estate is a real estate company based in Melbourne.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fl real estate.png?alt=media,爱家地产,2025-04-22 06:31:34.878000+00:00,['Other'],,,FALSE,"['English,Chinese']","L Real Estate, a Melbourne-based real estate company, specializes in facilitating buying, selling, leasing, and management services for clients in the property market. Headquartered in Docklands, the company offers professional market insights, pricing strategies, and property management services to help clients efficiently manage their real estate investment portfolios. L Real Estate also provides comprehensive services for first-time homebuyers, investors, and overseas buyers, ensuring transparent communication and efficient support throughout each step.

Company History
Since its establishment, L Real Estate has steadily expanded its presence in Melbourne and surrounding areas. The company excels in handling both residential and commercial properties in metropolitan areas, providing local and international clients with extensive property investment consulting services. The experienced team supports clients with end-to-end services, from property valuation to leasing and sales.

Key Projects

Docklands Projects: L Real Estate manages several high-end apartment projects in Melbourne’s Docklands area, including Buckley Walk and Aquitania Way. Known for their modern design and prime location, these apartments attract buyers and investors seeking the convenience of urban living.

Southbank Projects: The apartment project on Southbank Boulevard offers premium residential options close to Melbourne CBD and cultural landmarks. With luxurious facilities and a top-tier living experience, these properties are highly sought after by upscale buyers.

Northcote Projects: The residential project on Victoria Road in Northcote provides a high-value option ideal for families. Featuring modern designs, spacious living areas, and convenient communal facilities, these apartments meet the needs of those seeking quality suburban living at a competitive price.",2025-04-22 06:31:34.878000+00:00,,L Real Estate,COMP_00300,,,,
Dade Tonghui is a financial company specializing in foreign exchange and international remittances.,,,,{},https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdade forex.png?alt=media,大德通汇,2025-04-22 06:31:34.907000+00:00,['Financial and Insurance Services'],,,FALSE,"['English,Chinese']","Dadeforex, established in 2015, is a professional foreign exchange and international payment service provider with a license issued by the Australian Transaction Reports and Analysis Centre (AUSTRAC) (Registration No: RNP100822584-001). The company specializes in offering fast, secure, and convenient cross-border remittance services, primarily handling currency exchanges between Australian dollars and Chinese yuan, as well as international transfers and other major currency exchanges. Through its rate-lock service, DaDe Tonghui ensures a stable exchange rate during transactions, helping customers avoid risks associated with rate fluctuations. All services comply with AUSTRAC regulatory requirements, guaranteeing secure and compliant operations.

Exchange Process
Customer Registration: Clients consult with a professional advisor and complete a registration form.
Rate Confirmation and Transfer: On the day of the transfer, both parties confirm the exchange rate. The client then transfers funds to the company's designated bank account and provides proof of transfer.
Providing Recipient Account Details: Clients submit accurate recipient account information.
Funds Transfer to Client's Account: After confirming receipt of the client’s funds, the company will transfer the amount to the specified recipient account within 1-2 hours, typically arriving within 1-2 business days.
Service Highlights
Full Real-Time Transactions: Provides full-amount real-time exchange rate transactions.
Rate Lock-In: Offers locked exchange rates to ensure stability.
VIP Client Rates: Special rates available for VIP clients",2025-04-22 06:31:34.907000+00:00,,Dade Forex,COMP_00301,,,,
